GeneSymbol,Category
OR4D10,NA
OR4D11,protein_coding
OR4D12P,unprocessed_pseudogene
OR4D2,NA
OR4D5,protein_coding
OR4D6,protein_coding
OR4D8P,unprocessed_pseudogene
OR4D9,protein_coding
OR4E1P,NA
OR4E2,protein_coding
OR4F13P,transcribed_unprocessed_pseudogene
OR4F14P,unprocessed_pseudogene
OR4F15,protein_coding
OR4F16,NA
OR4F17,protein_coding
OR4F21,protein_coding
OR4F29,NA
OR4F3,protein_coding
OR4F4,protein_coding
OR4F5,protein_coding
OR4F6,protein_coding
OR4G11P,transcribed_unprocessed_pseudogene
OR4G2P,transcribed_unprocessed_pseudogene
OR4H12P,unprocessed_pseudogene
OR4K1,protein_coding
OR4K11P,unprocessed_pseudogene
OR4K12P,unprocessed_pseudogene
OR4K13,protein_coding
OR4K14,protein_coding
OR4K15,protein_coding
OR4K17,protein_coding
OR4K2,protein_coding
OR4K3P,polymorphic_pseudogene
OR4K5,protein_coding
OR4K6P,unprocessed_pseudogene
OR4L1,protein_coding
OR4M1,protein_coding
OR4M2,protein_coding
OR4N2,protein_coding
OR4N4,protein_coding
OR4N5,protein_coding
OR4P1P,unprocessed_pseudogene
OR4P4,protein_coding
OR4Q2,polymorphic_pseudogene
OR4Q3,protein_coding
OR4S1,protein_coding
OR4S2,protein_coding
OR4X1,protein_coding
OR4X2,protein_coding
OR51A10P,unitary_pseudogene
OR51A1P,unprocessed_pseudogene
OR51A2,protein_coding
OR51A3P,unprocessed_pseudogene
OR51A4,protein_coding
OR51A5P,unprocessed_pseudogene
OR51A6P,unprocessed_pseudogene
OR51A7,protein_coding
OR51A8P,transcribed_unprocessed_pseudogene
OR51A9P,NA
OR51AB1P,unprocessed_pseudogene
OR51B2,NA
OR51B3P,unprocessed_pseudogene
OR51B4,protein_coding
OR51B5,NA
OR51B6,protein_coding
OR51B8P,unprocessed_pseudogene
OR51C1P,protein_coding
OR51D1,protein_coding
OR51E1,protein_coding
OR51E2,protein_coding
OR51F1,NA
OR51F2,protein_coding
OR51G1,NA
OR51G2,protein_coding
OR51H1P,transcribed_unprocessed_pseudogene
OR51H2P,transcribed_unprocessed_pseudogene
OR51I1,protein_coding
OR51I2,protein_coding
OR51J1,unprocessed_pseudogene
OR51K1P,unprocessed_pseudogene
OR51L1,protein_coding
OR51M1,protein_coding
OR51N1P,unprocessed_pseudogene
OR51P1P,unprocessed_pseudogene
OR51Q1,protein_coding
OR51R1P,unitary_pseudogene
OR51S1,protein_coding
OR51T1,protein_coding
OR51V1,protein_coding
OR52A1,protein_coding
OR52A4,transcribed_unprocessed_pseudogene
OR52A5,protein_coding
OR52B2,NA
OR52B3P,unitary_pseudogene
OR52B4,protein_coding
OR52B5P,transcribed_unprocessed_pseudogene
OR52B6,protein_coding
OR52D1,protein_coding
OR52E1P,NA
OR52E2,protein_coding
OR52E3P,unprocessed_pseudogene
OR52E4,protein_coding
OR52E5,NA
OR52E6,protein_coding
OR52E7P,unprocessed_pseudogene
OR52E8,protein_coding
OR52H1,protein_coding
OR52H2P,unitary_pseudogene
OR52I1,protein_coding
OR52I2,protein_coding
OR52J1P,unprocessed_pseudogene
OR52J2P,unprocessed_pseudogene
OR52J3,protein_coding
OR52K1,protein_coding
OR52K2,protein_coding
OR52L1,protein_coding
OR52L2P,NA
OR52M1,protein_coding
OR52M2P,unprocessed_pseudogene
OR52N1,protein_coding
OR52N2,protein_coding
OR52N3P,unprocessed_pseudogene
OR52N4,protein_coding
OR52N5,protein_coding
OR52P1P,unprocessed_pseudogene
OR52R1,NA
OR52S1P,unprocessed_pseudogene
OR52T1P,unprocessed_pseudogene
OR52U1P,unprocessed_pseudogene
OR52V1P,unprocessed_pseudogene
OR52W1,protein_coding
OR52X1P,unitary_pseudogene
OR52Y1P,unprocessed_pseudogene
OR52Z1P,unprocessed_pseudogene
OR55B1P,transcribed_unitary_pseudogene
OR56A1,protein_coding
OR56A3,protein_coding
OR56A4,protein_coding
OR56B1,protein_coding
OR56B4,protein_coding
OR5A1,protein_coding
OR5A2,protein_coding
OR5AC1,unprocessed_pseudogene
OR5AC1P,polymorphic_pseudogene
OR5AC2,protein_coding
OR5AC4P,transcribed_unprocessed_pseudogene
OR5AK2,transcribed_unprocessed_pseudogene
OR5AK3P,unprocessed_pseudogene
OR5AK4P,NA
OR5AL1P,NA
OR5AM1P,unprocessed_pseudogene
OR5AN1,protein_coding
OR5AP2,protein_coding
OR5AQ1P,transcribed_unprocessed_pseudogene
OR5AR1,protein_coding
OR5AS1,protein_coding
OR5AU1,protein_coding
OR5AZ1P,unprocessed_pseudogene
OR5B12,protein_coding
OR5B17,protein_coding
OR5B1P,unprocessed_pseudogene
OR5B2,protein_coding
OR5B21,protein_coding
OR5B3,protein_coding
OR5BE1P,transcribed_unprocessed_pseudogene
OR5BH1P,unprocessed_pseudogene
OR5C1,protein_coding
OR5D13,NA
OR5D14,protein_coding
OR5D16,protein_coding
OR5D18,protein_coding
OR5E1P,unprocessed_pseudogene
OR5F1,protein_coding
OR5G3P,polymorphic_pseudogene
OR5G5P,transcribed_unprocessed_pseudogene
OR5H1,protein_coding
OR5H14,protein_coding
OR5H15,protein_coding
OR5H2,protein_coding
OR5H3P,unprocessed_pseudogene
OR5H4P,unprocessed_pseudogene
OR5H5P,unprocessed_pseudogene
OR5H6,protein_coding
OR5H7P,unprocessed_pseudogene
OR5H8P,polymorphic_pseudogene
OR5I1,protein_coding
OR5J1P,unprocessed_pseudogene
OR5J2,protein_coding
OR5K1,protein_coding
OR5K2,protein_coding
OR5K3,protein_coding
OR5K4,protein_coding
OR5L1,NA
OR5L2,protein_coding
OR5M13P,unprocessed_pseudogene
OR5M14P,unprocessed_pseudogene
OR5M3,protein_coding
OR5M5P,unprocessed_pseudogene
OR5M8,protein_coding
OR5M9,protein_coding
OR5P1P,unprocessed_pseudogene
OR5P2,protein_coding
OR5P3,protein_coding
OR5P4P,unprocessed_pseudogene
OR5R1,NA
OR5S1P,unitary_pseudogene
OR5T1,protein_coding
OR5T2,protein_coding
OR5T3,protein_coding
OR5V1,protein_coding;processed_transcript
OR5W1P,unprocessed_pseudogene
OR5W2,protein_coding
OR6A2,protein_coding
OR6B1,protein_coding
OR6B2,protein_coding
OR6B3,protein_coding
OR6C1,protein_coding
OR6C2,protein_coding
OR6C3,protein_coding
OR6C4,protein_coding
OR6C5P,unprocessed_pseudogene
OR6C6,protein_coding
OR6C64P,unprocessed_pseudogene
OR6C65,protein_coding
OR6C66P,transcribed_unprocessed_pseudogene
OR6C68,protein_coding
OR6C69P,unprocessed_pseudogene
OR6C70,protein_coding
OR6C71P,transcribed_unprocessed_pseudogene
OR6C72P,unprocessed_pseudogene
OR6C74,protein_coding
OR6C75,protein_coding
OR6C76,protein_coding
OR6D1P,transcribed_unitary_pseudogene
OR6E1P,unprocessed_pseudogene
OR6F1,protein_coding
OR6K1P,unprocessed_pseudogene
OR6K2,protein_coding
OR6K3,protein_coding
OR6K4P,unprocessed_pseudogene
OR6K5P,unprocessed_pseudogene
OR6K6,protein_coding
OR6M1,protein_coding
OR6N1,protein_coding
OR6N2,protein_coding
OR6P1,protein_coding
OR6Q1,NA
OR6S1,protein_coding
OR6T1,protein_coding
OR6V1,protein_coding
OR6W1P,transcribed_unprocessed_pseudogene
OR6X1,protein_coding
OR6Y1,protein_coding
OR7A10,protein_coding
OR7A11P,unprocessed_pseudogene
OR7A17,protein_coding
OR7A2P,transcribed_unprocessed_pseudogene
OR7A5,protein_coding
OR7C1,protein_coding
OR7C2,protein_coding
OR7D2,protein_coding
OR7D4,protein_coding
OR7E100P,unprocessed_pseudogene
OR7E117P,unprocessed_pseudogene
OR7E125P,unprocessed_pseudogene
OR7E12P,unprocessed_pseudogene
OR7E154P,transcribed_unprocessed_pseudogene
OR7E23P,unprocessed_pseudogene
OR7E24,protein_coding
OR7E25P,transcribed_unprocessed_pseudogene
OR7E36P,unprocessed_pseudogene
OR7E37P,unprocessed_pseudogene
OR7E5P,unprocessed_pseudogene
OR7E84P,unprocessed_pseudogene
OR7E87P,unprocessed_pseudogene
OR7E8P,unprocessed_pseudogene
OR7E91P,transcribed_unprocessed_pseudogene
OR7E94P,transcribed_unprocessed_pseudogene
OR7G1,protein_coding
OR7G2,protein_coding
OR7G3,protein_coding
OR7H1P,unprocessed_pseudogene
OR8A1,protein_coding
OR8B12,protein_coding
OR8B1P,transcribed_unprocessed_pseudogene
OR8B2,NA
OR8B3,NA
OR8B4,NA
OR8B8,protein_coding
OR8B9P,transcribed_unprocessed_pseudogene
OR8C1P,unprocessed_pseudogene
OR8D1,protein_coding
OR8D2,NA
OR8D4,protein_coding
OR8F1P,unprocessed_pseudogene
OR8G2P,unprocessed_pseudogene
OR8G5,protein_coding
OR8H1,protein_coding
OR8H2,protein_coding
OR8H3,protein_coding
OR8I2,protein_coding
OR8J1,protein_coding
OR8J3,protein_coding
OR8K1,protein_coding
OR8K3,NA
OR8K5,protein_coding
OR8S1,transcribed_processed_pseudogene
OR8T1P,unprocessed_pseudogene
OR8U1,protein_coding
OR8V1P,unprocessed_pseudogene
OR9A1P,transcribed_unprocessed_pseudogene
OR9A2,protein_coding
OR9A3P,transcribed_unprocessed_pseudogene
OR9A4,NA
OR9G1,protein_coding
OR9G4,protein_coding
OR9H1P,polymorphic_pseudogene
OR9I1,protein_coding
OR9I2P,unprocessed_pseudogene
OR9K1P,transcribed_unitary_pseudogene
OR9K2,protein_coding
OR9M1P,transcribed_unprocessed_pseudogene
OR9P1P,unprocessed_pseudogene
OR9Q1,protein_coding
OR9Q2,protein_coding
OR9R1P,unprocessed_pseudogene
OR9S24P,unprocessed_pseudogene
ORAI1,NA
ORAI2,protein_coding
ORAI3,protein_coding
ORAOV1,protein_coding
ORC1L,protein_coding
ORC2L,protein_coding
ORC3L,protein_coding
ORC4L,protein_coding
ORC5L,protein_coding
ORC6L,protein_coding
ORM1,protein_coding
ORM2,protein_coding
ORMDL1,protein_coding
ORMDL2,protein_coding
ORMDL3,protein_coding
OS9,protein_coding
OSBP,protein_coding
OSBP2,protein_coding
OSBPL10,protein_coding
OSBPL11,protein_coding
OSBPL1A,protein_coding
OSBPL2,protein_coding
OSBPL3,protein_coding
OSBPL5,protein_coding
OSBPL6,protein_coding
OSBPL7,protein_coding
OSBPL8,protein_coding
OSBPL9,protein_coding
OSCAR,protein_coding
OSCP1,protein_coding
OSGEP,protein_coding
OSGEPL1,protein_coding
OSGIN1,protein_coding
OSGIN2,protein_coding
OSM,protein_coding
OSMR,protein_coding
OSR1,protein_coding
OSR2,protein_coding
OST4,protein_coding
OSTC,protein_coding
OSTCL,transcribed_processed_pseudogene
OSTF1,protein_coding
OSTM1,protein_coding
OSTN,protein_coding
OTC,protein_coding
OTOA,protein_coding
OTOF,protein_coding
OTOG,protein_coding
OTOL1,protein_coding
OTOP1,protein_coding
OTOP2,protein_coding
OTOP3,protein_coding
OTOR,protein_coding
OTOS,protein_coding
OTP,protein_coding
OTUB1,protein_coding
OTUB2,protein_coding
OTUD1,protein_coding
OTUD3,protein_coding
OTUD4,protein_coding
OTUD5,protein_coding
OTUD6A,protein_coding
OTUD6B,protein_coding
OTUD7A,protein_coding
OTUD7B,NA
OTX1,protein_coding
OTX2,protein_coding
OVCA2,NA
OVCH1,protein_coding
OVCH2,protein_coding
OVGP1,protein_coding
OVOL1,protein_coding
OVOL2,protein_coding
OXA1L,protein_coding
OXCT1,protein_coding
OXCT2,protein_coding
OXCT2P1,unprocessed_pseudogene
OXER1,protein_coding
OXGR1,protein_coding
OXNAD1,protein_coding
OXR1,protein_coding
OXSM,protein_coding
OXSR1,protein_coding
OXT,protein_coding
OXTR,protein_coding
P2RX1,protein_coding
P2RX2,protein_coding
P2RX3,protein_coding
P2RX4,protein_coding
P2RX5,protein_coding
P2RX6,protein_coding
P2RX6P,transcribed_unprocessed_pseudogene
P2RX7,protein_coding
P2RY1,protein_coding
P2RY10,protein_coding
P2RY11,protein_coding
P2RY12,protein_coding
P2RY13,protein_coding
P2RY14,protein_coding
P2RY2,protein_coding
P2RY4,protein_coding
P2RY6,protein_coding
P2RY8,protein_coding
P4HA1,protein_coding
P4HA2,protein_coding
P4HA3,protein_coding
P4HB,protein_coding
P4HTM,protein_coding
PA2G4,protein_coding
PA2G4P1,processed_pseudogene
PA2G4P2,processed_pseudogene
PA2G4P4,processed_pseudogene
PAAF1,protein_coding
PABPC1,protein_coding
PABPC1L,protein_coding
PABPC1L2A,protein_coding
PABPC1L2B,protein_coding
PABPC1P1,processed_pseudogene
PABPC1P10,processed_pseudogene
PABPC1P11,processed_pseudogene
PABPC1P12,processed_pseudogene
PABPC1P2,processed_pseudogene
PABPC1P3,processed_pseudogene
PABPC1P6,processed_pseudogene
PABPC1P8,processed_pseudogene
PABPC1P9,unprocessed_pseudogene
PABPC3,protein_coding
PABPC4,protein_coding
PABPC4L,NA
PABPC5,protein_coding
PABPN1,protein_coding
PABPN1L,protein_coding
PACRG,protein_coding
PACRGL,protein_coding
PACS1,protein_coding
PACS2,protein_coding
PACSIN1,protein_coding
PACSIN2,protein_coding
PACSIN3,protein_coding
PADI1,protein_coding
PADI2,protein_coding
PADI3,protein_coding
PADI4,protein_coding
PADI6,NA
PAEP,protein_coding
PAF1,protein_coding
PAFAH1B1,protein_coding
PAFAH1B2,protein_coding
PAFAH1B3,protein_coding
PAFAH2,protein_coding
PAG1,protein_coding
PAGE1,protein_coding
PAGE2,protein_coding
PAGE2B,protein_coding
PAGE3,protein_coding
PAGE4,protein_coding
PAGE5,protein_coding
PAH,protein_coding
PAICS,protein_coding
PAICSP1,processed_pseudogene
PAICSP2,processed_pseudogene
PAICSP3,processed_pseudogene
PAICSP5,processed_pseudogene
PAICSP6,processed_pseudogene
PAICSP7,processed_pseudogene
PAIP1,protein_coding
PAIP1P1,processed_pseudogene
PAIP2,protein_coding
PAIP2B,protein_coding
PAK1,protein_coding
PAK1IP1,protein_coding
PAK2,protein_coding
PAK3,protein_coding
PAK4,protein_coding
PAK6,protein_coding
PAK7,protein_coding
PALB2,protein_coding
PALLD,protein_coding
PALM,protein_coding
PALM2,protein_coding
PALM2-AKAP2,protein_coding
PALM3,protein_coding
PALMD,protein_coding
PAM,protein_coding
PAM16,protein_coding
PAMR1,protein_coding
PAN2,protein_coding
PAN3,protein_coding
PANK1,protein_coding
PANK2,protein_coding
PANK3,protein_coding
PANK4,protein_coding
PANX1,protein_coding
PANX2,protein_coding
PANX3,protein_coding
PAOX,protein_coding
PAPD4,protein_coding
PAPD5,protein_coding
PAPD7,protein_coding
PAPLN,protein_coding
PAPOLA,protein_coding
PAPOLB,protein_coding
PAPOLG,protein_coding
PAPPA,protein_coding
PAPPA2,protein_coding
PAPSS1,protein_coding
PAPSS2,protein_coding
PAQR3,protein_coding
PAQR4,protein_coding
PAQR5,protein_coding
PAQR6,protein_coding
PAQR7,protein_coding
PAQR8,protein_coding
PAQR9,protein_coding
PARD3,protein_coding
PARD3B,protein_coding
PARD6A,protein_coding
PARD6B,protein_coding
PARD6G,protein_coding
PARG,protein_coding
PARK2,protein_coding
PARK7,protein_coding
PARL,protein_coding
PARM1,protein_coding
PARN,protein_coding
PARP1,protein_coding
PARP10,protein_coding
PARP11,protein_coding
PARP12,protein_coding
PARP14,protein_coding
PARP15,protein_coding
PARP16,protein_coding
PARP2,protein_coding
PARP3,protein_coding
PARP4,protein_coding
PARP4P1,unprocessed_pseudogene
PARP4P2,unprocessed_pseudogene
PARP6,protein_coding
PARP8,protein_coding
PARP9,protein_coding
PARS2,protein_coding
PART1,lincRNA
PARVA,protein_coding
PARVB,protein_coding
PARVG,protein_coding
PASD1,protein_coding
PASK,protein_coding
PATE1,protein_coding
PATE2,protein_coding
PATE3,protein_coding
PATE4,protein_coding
PATL1,protein_coding
PATL2,protein_coding
PATZ1,protein_coding
PAWR,protein_coding
PAX1,protein_coding
PAX2,protein_coding
PAX3,protein_coding
PAX4,protein_coding
PAX5,protein_coding
PAX6,protein_coding
PAX7,protein_coding
PAX8,protein_coding
PAX9,protein_coding
PAXIP1,protein_coding
PBEF1,protein_coding
PBK,protein_coding
PBLD,protein_coding
PBRM1,protein_coding
PBX1,protein_coding
PBX2,protein_coding
PBX3,protein_coding
PBX4,protein_coding
PBXIP1,protein_coding
PC,protein_coding
PCA3,antisense
PCBD1,protein_coding
PCBD2,protein_coding
PCBP1,protein_coding
PCBP2,protein_coding
PCBP2P1,processed_pseudogene
PCBP3,protein_coding
PCBP4,protein_coding
PCCA,protein_coding
PCCB,protein_coding
PCDH1,protein_coding
PCDH10,protein_coding
PCDH11X,protein_coding
PCDH11Y,protein_coding
PCDH12,protein_coding
PCDH15,protein_coding
PCDH17,protein_coding
PCDH18,protein_coding
PCDH19,protein_coding
PCDH20,protein_coding
PCDH24,protein_coding
PCDH7,protein_coding
PCDH8,protein_coding
PCDH9,protein_coding
PCDHA1,protein_coding
PCDHA10,protein_coding
PCDHA11,protein_coding
PCDHA12,protein_coding
PCDHA13,protein_coding
PCDHA2,protein_coding
PCDHA4,protein_coding
PCDHA5,protein_coding
PCDHA6,protein_coding
PCDHA7,protein_coding
PCDHA8,protein_coding
PCDHA9,protein_coding
PCDHAC1,protein_coding
PCDHAC2,protein_coding
PCDHB1,protein_coding
PCDHB10,protein_coding
PCDHB11,protein_coding
PCDHB12,protein_coding
PCDHB13,protein_coding
PCDHB14,protein_coding
PCDHB15,protein_coding
PCDHB16,NA
PCDHB18,transcribed_unprocessed_pseudogene
PCDHB2,protein_coding
PCDHB3,protein_coding
PCDHB4,protein_coding
PCDHB5,protein_coding
PCDHB6,protein_coding
PCDHB7,protein_coding
PCDHB8,protein_coding
PCDHB9,protein_coding
PCDHGA1,protein_coding
PCDHGA10,protein_coding
PCDHGA11,protein_coding
PCDHGA12,protein_coding
PCDHGA2,protein_coding
PCDHGA3,protein_coding
PCDHGA5,protein_coding
PCDHGA6,protein_coding
PCDHGA7,protein_coding
PCDHGA8,protein_coding
PCDHGB1,protein_coding
PCDHGB2,protein_coding
PCDHGB4,protein_coding
PCDHGB6,protein_coding
PCDHGB7,protein_coding
PCDHGB8P,transcribed_unitary_pseudogene
PCDHGC3,protein_coding
PCDHGC4,protein_coding
PCDHGC5,protein_coding
PCF11,protein_coding
PCGEM1,lincRNA
PCGF1,protein_coding
PCGF2,NA
PCGF3,protein_coding
PCGF5,protein_coding
PCGF6,protein_coding
PCID2,protein_coding
PCIF1,protein_coding
PCK1,protein_coding
PCK2,protein_coding
PCLO,protein_coding
PCM1,protein_coding
PCMT1,protein_coding
PCMTD1,protein_coding
PCMTD1P1,unprocessed_pseudogene
PCMTD1P3,processed_pseudogene
PCMTD2,protein_coding
PCNA,protein_coding
PCNAP1,transcribed_processed_pseudogene
PCNP,protein_coding
PCNT,protein_coding
PCNX,protein_coding
PCNXL2,protein_coding
PCNXL3,protein_coding
PCOLCE,protein_coding
PCOLCE2,protein_coding
PCP2,protein_coding
PCP4,protein_coding
PCSK1,protein_coding
PCSK1N,protein_coding
PCSK2,protein_coding
PCSK4,protein_coding
PCSK5,protein_coding
PCSK6,protein_coding
PCSK7,protein_coding
PCSK9,protein_coding
PCTK3,protein_coding
PCTP,protein_coding
PCYOX1,protein_coding
PCYOX1L,protein_coding
PCYT1A,protein_coding
PCYT1B,protein_coding
PCYT2,protein_coding
PDAP1,protein_coding
PDC,protein_coding
PDCD1,protein_coding
PDCD10,protein_coding
PDCD11,protein_coding
PDCD1LG2,protein_coding
PDCD2,protein_coding
PDCD2L,protein_coding
PDCD4,protein_coding
PDCD5,protein_coding
PDCD6,protein_coding
PDCD6IP,protein_coding
PDCD7,protein_coding
PDCL,protein_coding
PDCL2,protein_coding
PDCL3,protein_coding
PDDC1,protein_coding
PDE10A,protein_coding
PDE11A,protein_coding
PDE12,protein_coding
PDE1A,protein_coding
PDE1B,protein_coding
PDE1C,protein_coding
PDE2A,protein_coding
PDE3A,protein_coding
PDE3B,protein_coding
PDE4A,protein_coding
PDE4B,protein_coding
PDE4C,protein_coding
PDE4D,protein_coding
PDE4DIP,protein_coding
PDE5A,protein_coding
PDE6A,protein_coding
PDE6B,protein_coding
PDE6C,protein_coding
PDE6D,protein_coding
PDE6G,protein_coding
PDE6H,protein_coding
PDE7A,protein_coding
PDE7B,protein_coding
PDE8A,protein_coding
PDE8B,protein_coding
PDE9A,protein_coding
PDGFA,protein_coding
PDGFB,protein_coding
PDGFC,protein_coding
PDGFD,protein_coding
PDGFRA,protein_coding
PDGFRB,protein_coding
PDGFRL,protein_coding
PDHA1,protein_coding
PDHA2,protein_coding
PDHB,protein_coding
PDHX,protein_coding
PDIA2,protein_coding
PDIA3,protein_coding
PDIA4,protein_coding
PDIA5,protein_coding
PDIA6,protein_coding
PDIK1L,protein_coding
PDILT,protein_coding
PDK1,protein_coding
PDK2,protein_coding
PDK3,protein_coding
PDK4,protein_coding
PDLIM1,protein_coding
PDLIM2,protein_coding
PDLIM3,protein_coding
PDLIM4,protein_coding
PDLIM5,protein_coding
PDLIM7,protein_coding
PDP1,protein_coding
PDP2,protein_coding
PDPK1,protein_coding
PDPN,protein_coding
PDPR,protein_coding
PDRG1,protein_coding
PDS5A,protein_coding
PDS5B,protein_coding
PDSS1,protein_coding
PDSS2,protein_coding
PDX1,protein_coding
PDXDC1,protein_coding
PDXDC2P,processed_transcript
PDXK,protein_coding
PDXP,protein_coding
PDYN,protein_coding
PDZD11,protein_coding
PDZD2,protein_coding
PDZD3,protein_coding
PDZD4,protein_coding
PDZD7,protein_coding
PDZD8,protein_coding
PDZD9,protein_coding
PDZK1,protein_coding
PDZK1IP1,protein_coding
PDZK1P1,NA
PDZK1P2,NA
PDZRN3,protein_coding
PDZRN4,protein_coding
PEA15,protein_coding
PEAR1,protein_coding
PEBP1,protein_coding
PEBP4,protein_coding
PECI,protein_coding
PECR,protein_coding
PEF1,protein_coding
PEG10,protein_coding
PELI1,protein_coding
